Title, Author, Page/Location, Clippings
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 14, "Using some sophisticated programming, and lots of experimentation to get it right, the team figured out a seamless way to cross-publish Airbnb listings on Craigslist, free of cost, so that whenever someone searched the popular classifieds site for a vacation rental, listings for properties on Airbnb popped up."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 14, "As a result, it could only have come out of the mind of an engineer tasked with the problem of acquiring more users from Craigslist.”"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 15, "By breaking down the traditional business silos and assembling cross-functional, collaborative teams that bring together staff with expertise in analytics, engineering, product management, and marketing, growth hacking allows companies to efficiently marry powerful data analysis and technical know-how with marketing savvy, to quickly devise more promising ways to fuel growth."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 15, "It can be applied to new product innovation and to the continuous improvement of products as well as to growing an existing customer base."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 16, "business idea that was “lightning in a bottle”—one idea that was so brilliant and transformative that it took the market by storm."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 16, "What those two approaches have done for new business models and product development, respectively, growth hacking does for customer acquisition, retention, and revenue growth."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 16, "The Lean Startup adopted the practice of rapid development"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 16, "and frequent testing, and added the practice of getting a minimum viable product out on the market and into the hands of actual users as soon as possible,"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 16, "iterative"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 17, "growth hacking method broke down the traditional walls between marketing and engineering in order to discover novel methods of marketing"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 17, "the creation of a cross-functional team, or a set of teams that break down the traditional silos of marketing and product development and combine talents;"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 17, "the use of qualitative research and quantitative data analysis to gain deep insights into user behavior and preferences; and"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 17, "the rapid generation and testing of ideas, and the use of rigorous metrics to evaluate—and then act on—those results."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 18, "better understanding of the process and a guide to the best practices for implementing"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 18, "better understanding of the process and a guide to the best practices for implementing it."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 18, "new approach to market development with enormous power, but the truth of how it should be managed for optimal effect is as of yet poorly understood."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 18, "synthesize"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 19, "pernicious"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 19, "“shrinking half-life of established business models.” Among"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 19, "“shrinking half-life of established business models.”"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 19, "“in managing the internal business processes for updating existing products and services and creating new ones,”"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 19, "“premature core abandonment: the failure to fully exploit growth opportunities in the existing core business.”12"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 19, "every company needs to grow their base of customers in order to survive and thrive. But growth hacking isn’t just about how to get new customers. It’s about how to engage, activate, and win them over so they keep coming back for more."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 19, "turn them not only into a growing source of revenue, but also passionate ambassadors and an engine of word-of-mouth growth for your brand or product."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 20, "new opportunities for product development,"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 20, "Growth teams don’t necessarily replace more traditional departments, but rather complement them, and help them optimize their approaches."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 21, "ad hoc"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 21, "If they don’t, they risk being disrupted by a competitor who has."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 22, "With the worlds of physical products and software rapidly merging, it will soon not only become possible to continuously monitor and update products, in real time, it will be vital to do so in order to remain competitive."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 22, "“every industrial company will become a software company,”"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 22, "“shifts the focus of a company’s customer relationship from selling—often a predominantly onetime transaction—to maximizing the customer’s value from the product over time.”"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 22, "“the need to coordinate across product design, cloud operation,"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 22, "“the need to coordinate across product design, cloud operation, service improvement, and customer engagement.”"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 23, "“We’re building a growth team from scratch to design, build and optimize scalable solutions to accelerate adoption.”"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 23, "Finding growth solutions fast is crucial in today’s ever-more-competitive and rapidly changing business landscape."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 23, "institutionalizing"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 23, "It enables them to seize new opportunities and correct for problems—fast."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 23, "The need today for great agility in adapting to new technologies and platforms cannot be overestimated."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 24, "This highly inefficient cycle can take quarters or even years to complete, creating a debilitating lag in both responding to changing consumer demands or technological developments, and in rolling out the new capabilities, product improvements, and marketing channels through which to reach customers."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 24, "This need for speed is why a key feature of growth hacking is to experiment at the fastest possible tempo."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 24, "“If you’re"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 24, "pushing code once every two weeks and your competitor is pushing code every week, just after two months that competitor will have done 10 times as many tests as you. That competitor will have learned 10 times, an order of magnitude more about their product [than you].”"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 24, "competitive edge is by helping them make good use of the mountains of customer data that today’s new tech tools make it easier than ever to gather."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 24, "companies have yet to develop methods for collecting data from customers in an integrated way."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 25, "Growth hacking provides a method for more effectively tapping into data, and using it to extract specific, relevant, real-time insights into user behavior that can be used to inform strategy and craft more effective and targeted growth initiatives."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 25, "ad matching, a practice whereby retailers agree to match the lowest price on the market for an item,"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 26, "Growth hacking cultivates the maximization of big data through collaboration and information sharing."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 26, "“You need marketers who can appreciate what it takes to actually write software and you need data scientists who can really appreciate consumer insights and understand business problems,” he explained."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 26, "ephemeral,"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 26, "more ad dollars continue to shift online, each ad has more competition for the same eyeballs, and that’s been driving prices up at an alarming rate."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 26, "two out of three millennials, report using ad blocking software."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 27, "notion of watching TV—and by extension TV commercials—has become as quaint and old-fashioned as the 1950s-era Swanson TV dinner."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 27, "ads have become, at worst, completely invisible, and at best, little more than white noise."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 27, "no correlation between marketing investment and growth rates."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 27, "“73 percent of CEOs think marketers lack business credibility and are not effectiveness-focused enough,”"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 27, "“are always asking for money but can rarely explain how much incremental business this money will generate.”"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 27, "Growth hacking empowers companies to achieve breakout growth without pouring money into outdated and horribly expensive marketing campaigns of questionable business value."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 27, "features that get consumers to love a product or service and spread the word to their friends,"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 28, "evanescent"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 28, "the process is not, as it’s been misunderstood by some, about discovering one “silver bullet” solution."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 28, "But while finding such big breakthrough ideas—like Dropbox’s referral program—is absolutely a goal of the process,"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 28, "these gains stack on top of one another to create liftoff."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 29, "growth hacking is a team effort, that the greatest successes come from combining programming know-how with expertise in data analytics and strong marketing experience, and very few individuals are proficient in all of these skills."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 29, "flouting rules is by no means required and in fact plays no part in most growth success."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 29, "they have continued to grow the business through rigorous experimentation and testing with strategies that are completely aboveboard."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 29, "They should also work on customer activation, meaning making those customers more active users and buyers, and figuring out how to turn them into evangelists."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 29, "finding ways to retain and monetize customers—that"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 30, "too much effort is focused only on acquisition of new users and customers, who then, in so many cases, quickly disengage."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 30, "for every $92 spent on acquiring more Web traffic, only $1 was spent on converting those visitors into actual paying customers."
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 29, "finding ways to retain and monetize customers—that"
"Hacking Growth How Today's Fastest-Growing Companies Drive Breakout Success", Sean Ellis;Morgan Brown, 30, "bounces for website visitors, and churn for paying customers, are two of the biggest problems for start-ups and established firms alike and consequently represent some of the best immediate opportunities for growth."
"Outliers The Story of Success", Malcolm Gladwell, 7, "They had to appreciate the idea that the values of the world we inhabit and the people we surround ourselves with have a profound effect on who we are."
"Outliers The Story of Success", Malcolm Gladwell, 9, "meritocracy."
"Outliers The Story of Success", Malcolm Gladwell, 9, "virtuosos,"
"Outliers The Story of Success", Malcolm Gladwell, 10, "Players are judged on their own performance, not on anyone else’s, and on the basis of their ability, not on some other arbitrary fact."
"Outliers The Story of Success", Malcolm Gladwell, 33, "meritocracies."
"Outliers The Story of Success", Malcolm Gladwell, 34, "Achievement is talent plus preparation."
"Outliers The Story of Success", Malcolm Gladwell, 34, "the smaller the role innate talent seems to play and the bigger the role preparation seems to play."
"Outliers The Story of Success", Malcolm Gladwell, 35, "In fact, by the age of twenty, the elite performers had each totaled ten thousand hours of practice."
"Outliers The Story of Success", Malcolm Gladwell, 35, "the people at the very top don’t work just harder or even much harder than everyone else. They work much, much harder."
"Outliers The Story of Success", Malcolm Gladwell, 37, "Practice isn’t the thing you do once you’re good. It’s the thing you do that makes you good."
"Outliers The Story of Success", Malcolm Gladwell, 78, "libidinous."
"Outliers The Story of Success", Malcolm Gladwell, 84, "endowment"
"Outliers The Story of Success", Malcolm Gladwell, 89, "The wealthier parents raised their kids one way, and the poorer parents raised their kids another way."
"Outliers The Story of Success", Malcolm Gladwell, 89, "consequential."
"Outliers The Story of Success", Malcolm Gladwell, 107, "matrimonial"
"Outliers The Story of Success", Malcolm Gladwell, 114, "cohort"
"Outliers The Story of Success", Malcolm Gladwell, 114, "cohort"
"Outliers The Story of Success", Malcolm Gladwell, 114, "solicitous."
"Outliers The Story of Success", Malcolm Gladwell, 120, "clothier"
"Outliers The Story of Success", Malcolm Gladwell, 121, "To come to New York City in the 1890s with a background in dressmaking or sewing or Schnittwaren Handlung was a stroke of extraordinary good fortune. It was like showing up in Silicon Valley in 1986 with ten thousand hours of computer programming already under your belt."
"Outliers The Story of Success", Malcolm Gladwell, 121, "“To exploit that opportunity, you had to have certain virtues, and those immigrants"
"Outliers The Story of Success", Malcolm Gladwell, 121, "“To exploit that opportunity, you had to have certain virtues,"
"Outliers The Story of Success", Malcolm Gladwell, 122, "And so were their children and grandchildren, because the lessons those garment workers brought home with them in the evenings turned out to be critical for getting ahead in the world."
"Outliers The Story of Success", Malcolm Gladwell, 124, "He was learning market research. He was learning manufacturing. He was learning how to negotiate with imperious Yankees. He was learning how to plug himself into popular culture in order to understand new fashion trends."
"Outliers The Story of Success", Malcolm Gladwell, 126, "Hard work is a prison sentence only if it does not have meaning. Once it does, it becomes the kind of thing that makes you grab your wife around the waist and dance a jig."
"Outliers The Story of Success", Malcolm Gladwell, 125, "Those three things—autonomy, complexity, and a connection between effort and reward—are, most people agree, the three qualities that work has to have if it is to be satisfying."
"Outliers The Story of Success", Malcolm Gladwell, 125, "I’m guessing the former, because there is complexity, autonomy, and a relationship between effort and reward in doing creative work, and that’s worth more to most of us than money."
"Outliers The Story of Success", Malcolm Gladwell, 125, "Work that fulfills those three criteria is meaningful. Being a teacher is meaningful. Being a physician is meaningful."
"Outliers The Story of Success", Malcolm Gladwell, 126, "if you work hard enough and assert yourself, and use your mind and imagination, you can shape the world to your desires."
"Outliers The Story of Success", Malcolm Gladwell, 127, "Jewish doctors and lawyers did not become professionals in spite of their humble origins. They became professionals because of their humble origins."
"Outliers The Story of Success", Malcolm Gladwell, 127, "prominent garment union organizer, and what you learn in that world is that through your own powers of persuasion and initiative, you can take your kids to Carnegie Hall."
"Outliers The Story of Success", Malcolm Gladwell, 128, "milliner."
"Outliers The Story of Success", Malcolm Gladwell, 129, "No one rises to the top of the New York legal profession unless he or she is smart and ambitious and hardworking, and clearly the four men who founded the Black Rock firm fit that description."
"Outliers The Story of Success", Malcolm Gladwell, 129, "Success is not a random act. It arises out of a predictable and powerful set of circumstances and opportunities, and at this point, after examining"
"Outliers The Story of Success", Malcolm Gladwell, 129, "This person will have been born in a demographic trough, so as to have had the best of New York’s public schools and the easiest time in the job market."
"Outliers The Story of Success", Malcolm Gladwell, 129, "This person’s parents will have done meaningful work in the garment business, passing on to their children autonomy and complexity and the connection between effort and reward."
"Outliers The Story of Success", Malcolm Gladwell, 130, "it is an advantage to be an outsider, and it is an advantage to have parents who did meaningful work, and, better still, it is an advantage to have been born in the early 1930s."
"Outliers The Story of Success", Malcolm Gladwell, 131, "And we would have been wrong, because the Katzes and the Rosens and the Liptons and the Wachtells and the Floms had something that the Nordic type did not. Their world—their culture and generation and family history—gave them the greatest of opportunities."
"Outliers The Story of Success", Malcolm Gladwell, 135, "reputation—and that’s what a “culture of honor” means. It’s a world where a man’s reputation is at the center of his livelihood and self-worth."
"Outliers The Story of Success", Malcolm Gladwell, 135, "He’s under constant threat of ruin through the loss of his animals. So he has to be aggressive:"
"Outliers The Story of Success", Malcolm Gladwell, 136, "The borderlands—as this region was known—were remote and lawless territories that had been fought over for hundreds of years."
"Outliers The Story of Success", Malcolm Gladwell, 137, "ethos"
"Outliers The Story of Success", Malcolm Gladwell, 137, "The triumph of a culture of honor helps to explain why the pattern of criminality in the American South has always been so distinctive. Murder rates are higher there than in the rest of the country. But crimes of property and “stranger” crimes—like muggings—are lower."
"Outliers The Story of Success", Malcolm Gladwell, 137, "“The homicides in which the South seems to specialize are those in which someone is being killed by someone he (or often she) knows, for reasons both killer and victim understand.”"
"Outliers The Story of Success", Malcolm Gladwell, 137, "In the backcountry, violence wasn’t for economic gain. It was personal. You fought over your honor."
"Outliers The Story of Success", Malcolm Gladwell, 137, "irascible"
"Outliers The Story of Success", Malcolm Gladwell, 138, "“He wouldn’t of been much of a man if he hadn’t shot them fellows.”"
"Outliers The Story of Success", Malcolm Gladwell, 138, "Only in a culture of honor would it have occurred to the irascible gentleman that shooting someone was an appropriate response to a personal insult."
"Outliers The Story of Success", Malcolm Gladwell, 138, "This is the form that racial and ethnic stereotypes take. We want to believe that we are not prisoners of our ethnic histories."
"Outliers The Story of Success", Malcolm Gladwell, 138, "what happened in those small towns in Kentucky in the nineteenth century, you have to go back into the past—and not just one or two generations. You have to go back two or three or four hundred years,"
"Outliers The Story of Success", Malcolm Gladwell, 138, "The “culture of honor” hypothesis says that it matters where you’re from, not just in terms of where you grew up or where your parents grew up, but in terms of where your great-grandparents and great-great-grandparents grew up and even where your great-great-great-grandparents grew up."
"Outliers The Story of Success", Malcolm Gladwell, 138, "upon closer examination, cultural legacies turn out to be even stranger and more powerful than that."
"Outliers The Story of Success", Malcolm Gladwell, 140, "What mattered—and I think you can guess where this is headed—was where they were from."
"Outliers The Story of Success", Malcolm Gladwell, 141, "What Cohen and Nisbett were seeing in that long hall was the culture of honor in action: the southerners were reacting like Wix Howard did when Little Bob Turner accused him of cheating at poker."
"Outliers The Story of Success", Malcolm Gladwell, 141, "which meant they were sufficiently cosmopolitan to travel hundreds of miles from the south to go to college. And none of that mattered. They still acted like they were living in nineteenth-century Harlan, Kentucky."
"Outliers The Story of Success", Malcolm Gladwell, 141, "Cultural legacies are powerful forces. They have deep roots and long lives. They persist, generation after generation, virtually intact, even as the economic and social and demographic conditions that spawned them have vanished, and they play such a role in directing attitudes and behavior that we cannot make sense of our world without them."
"Outliers The Story of Success", Malcolm Gladwell, 146, "Korean Air did not succeed—it did not right itself—until it acknowledged the importance of its cultural legacy."
"Outliers The Story of Success", Malcolm Gladwell, 147, "Then the errors start—and it’s not just one error. The typical accident involves seven consecutive human errors."
"Outliers The Story of Success", Malcolm Gladwell, 147, "But then they make a third error on top of that, and then another and another and another and another, and it is the combination of all those errors that leads to disaster."
"Outliers The Story of Success", Malcolm Gladwell, 153, "What was required of Ratwatte was that he communicate, and communicate not just in the sense of issuing commands but also in the sense of encouraging and cajoling and calming and negotiating and sharing information in the clearest and most transparent manner possible."
"Outliers The Story of Success", Malcolm Gladwell, 154, "“mitigated speech,” which refers to any attempt to downplay or sugarcoat the meaning of what is being said."
"Outliers The Story of Success", Malcolm Gladwell, 162, "Each of us has his or her own distinct personality. But overlaid on top of that are tendencies and assumptions and reflexes handed down to us by the history of the community we grew up in, and those differences are extraordinarily specific."
"Outliers The Story of Success", Malcolm Gladwell, 163, "And the sum total of all those differences is that in certain kinds of situations that require dealing with risk and uncertainty, Danes tend to react in a very different way from Belgians."
"Outliers The Story of Success", Malcolm Gladwell, 162, "individualistic."
"Outliers The Story of Success", Malcolm Gladwell, 164, "he argued that you couldn’t understand Klotz’s behavior without taking into account his nationality, that his predicament that day was uniquely the predicament of someone who had a deep and abiding respect for authority."
"Outliers The Story of Success", Malcolm Gladwell, 165, "They don’t see any hierarchical gap between themselves and the pilots in the air, and to them, mitigated speech from a pilot doesn’t mean the speaker is being appropriately deferential to a superior. It means the pilot doesn’t have a problem."
"Outliers The Story of Success", Malcolm Gladwell, 165, "But he cannot escape the dynamic dictated to him by his culture in which subordinates must respect the dictates of their superiors."
"Outliers The Story of Success", Malcolm Gladwell, 166, "Our ability to succeed at what we do is powerfully bound up with where we’re from, and being a good pilot and coming from a high–power distance culture is a difficult mix."
"Outliers The Story of Success", Malcolm Gladwell, 167, "The VOR is a beacon that sends out a signal that allows pilots to calculate their altitude as they approach an airport."
"Outliers The Story of Success", Malcolm Gladwell, 168, "But every time a pilot chooses a plan, he is supposed to prepare a backup in case things go awry. And this captain didn’t."
"Outliers The Story of Success", Malcolm Gladwell, 168, "a minor technical malfunction; bad weather; and a tired pilot."
"Outliers The Story of Success", Malcolm Gladwell, 169, "collegiality"
"Outliers The Story of Success", Malcolm Gladwell, 169, "junior officers would attend to the captain to the point of making him dinner or purchasing him gifts."
"Outliers The Story of Success", Malcolm Gladwell, 169, "“the captain is in charge and does what he wants, when he likes, how he likes, and everyone else sits quietly and does nothing.”"
"Outliers The Story of Success", Malcolm Gladwell, 170, "This is a culture in which enormous attention is paid to the relative standing of any two people in a conversation."
"Outliers The Story of Success", Malcolm Gladwell, 170, "All social behavior and actions are conducted in the order of seniority or ranking; as the saying goes, chanmul to wi alay ka ita, there is order even to drinking cold water."
"Outliers The Story of Success", Malcolm Gladwell, 171, "Western communication has what linguists call a “transmitter orientation”—that is, it is considered the responsibility of the speaker to communicate ideas clearly and unambiguously."
"Outliers The Story of Success", Malcolm Gladwell, 172, "Western cultural context, which holds that if there is confusion, it is the fault of the speaker."
"Outliers The Story of Success", Malcolm Gladwell, 172, "like many Asian countries, is receiver oriented. It is up to the listener to make sense of what is being said."
"Outliers The Story of Success", Malcolm Gladwell, 173, "But high–power distance communication works only when the listener is capable of paying close attention, and it works only if the two parties in a conversation have the luxury of time, in order to unwind each other’s meanings."
"Outliers The Story of Success", Malcolm Gladwell, 174, "two Koreans side by side don’t need to speak English. But if they are arguing about what the guys outside said in English, then language is important.”"
"Outliers The Story of Success", Malcolm Gladwell, 174, "Their problem was that they were trapped in roles dictated by the heavy weight of their country’s cultural legacy."
"Outliers The Story of Success", Malcolm Gladwell, 174, "indelible"
"Outliers The Story of Success", Malcolm Gladwell, 174, "an opportunity to transform their relationship to their work."
"Outliers The Story of Success", Malcolm Gladwell, 175, "pilot—when we understand how much culture and history and the world outside of the individual matter to professional success—then"
"Outliers The Story of Success", Malcolm Gladwell, 175, "We have a way to make successes out of the unsuccessful."
"Outliers The Story of Success", Malcolm Gladwell, 180, "“Without rice, you don’t survive. If you want to be anyone in this part of China, you would have to have rice. It made the world go around.”"
"Outliers The Story of Success", Malcolm Gladwell, 180, "“Without rice, you don’t survive. If you want to be anyone in this part of China, you would have to have rice. It made the world go around.”"
"Outliers The Story of Success", Malcolm Gladwell, 180, "And Chinese speakers get that list of numbers—4, 8, 5, 3, 9, 7, 6—right almost every time because, unlike English, their language allows them to fit all those seven numbers into two seconds."
"Outliers The Story of Success", Malcolm Gladwell, 182, "“I think that it makes the whole attitude toward math different. Instead of being a rote learning thing, there’s a pattern I can figure out. There is an expectation that I can do this. There is an expectation that it’s sensible. For fractions, we say three-fifths. The Chinese is literally ‘out of five parts, take three.’"
"Outliers The Story of Success", Malcolm Gladwell, 182, "is—and maybe that makes them a little more likely to enjoy math, and maybe because they enjoy math a little more, they try a little harder and take more math classes and are more willing to do their homework, and on and on, in a kind of virtuous circle."
"Outliers The Story of Success", Malcolm Gladwell, 182, "When it comes to math, in other words, Asians have a built-in advantage."
"Outliers The Story of Success", Malcolm Gladwell, 183, "But the differences between the number systems in the East and the West suggest something very different—that being good at math may also be rooted in a group’s culture."
"Outliers The Story of Success", Malcolm Gladwell, 183, "Cultural legacies matter, and once we’ve seen the surprising effects of such things as power distance and numbers that can be said in a quarter as opposed to a third of a second, it’s hard not to wonder how many other cultural legacies have an impact on our twenty-first-century intellectual tasks."
"Outliers The Story of Success", Malcolm Gladwell, 184, "Throughout history, not surprisingly, the people who grow rice have always worked harder than almost any other kind of farmer."
"Outliers The Story of Success", Malcolm Gladwell, 186, "Working in a rice field is ten to twenty times more labor-intensive than working on an equivalent-size corn or wheat field. Some estimates put the annual workload of a wet-rice farmer in Asia at three thousand hours a year."
"Outliers The Story of Success", Malcolm Gladwell, 186, "What redeemed the life of a rice farmer, however, was the nature of that work. It was a lot like the garment work done by the Jewish immigrants to New York. It was meaningful."
"Outliers The Story of Success", Malcolm Gladwell, 186, "The harder you work a rice field, the more it yields. Second, it’s complex work. The rice farmer isn’t simply planting in the spring and harvesting in the fall. He or she effectively runs a small business, juggling a family workforce, hedging uncertainty through seed selection, building and managing a sophisticated irrigation system, and coordinating the complicated process of harvesting the first crop while simultaneously preparing the second crop."
"Outliers The Story of Success", Malcolm Gladwell, 187, "fatalism"
"Outliers The Story of Success", Malcolm Gladwell, 187, "“hard work, shrewd planning and self-reliance or cooperation with a small group will in time bring recompense.”"
"Outliers The Story of Success", Malcolm Gladwell, 188, "Virtually every success story we’ve seen in this book so far involves someone or some group working harder than their peers."
"Outliers The Story of Success", Malcolm Gladwell, 188, "Working really hard is what successful people do, and the genius of the culture formed in the rice paddies is that hard work gave those in the fields a way to find meaning in the midst of great uncertainty and poverty."
"Outliers The Story of Success", Malcolm Gladwell, 192, "“There’s a will to make sense that drives what she does,” Schoenfeld says. “She wouldn’t accept a superficial ‘Yeah, you’re right’ and walk away. That’s not who she is. And that’s really unusual.”"
"Outliers The Story of Success", Malcolm Gladwell, 193, "But to Schoenfeld, it’s not so much ability as attitude. You master mathematics if you are willing to try."
"Outliers The Story of Success", Malcolm Gladwell, 193, "Success is a function of persistence and doggedness and the willingness to work hard for twenty-two minutes to make sense of something that most people would give up on after thirty seconds."
"Outliers The Story of Success", Malcolm Gladwell, 193, "and the point of the TIMSS is to compare the educational achievement of one country with another’s."
"Outliers The Story of Success", Malcolm Gladwell, 194, "They are exactly the same. In other words, countries whose students are willing to concentrate and sit still long enough and focus on answering every single question in an endless questionnaire are the same countries whose students do the best job of solving math problems."
"Outliers The Story of Success", Malcolm Gladwell, 194, "Remember, he’s not saying that the ability to finish the questionnaire and the ability to excel on the math test are related. He’s saying that they are the same: if you compare the two rankings, they are identical."
"Outliers The Story of Success", Malcolm Gladwell, 194, "We should be able to predict which countries are best at math simply by looking at which national cultures place the highest emphasis on effort and hard work."
"Outliers The Story of Success", Malcolm Gladwell, 195, "What those five have in common, of course, is that they are all cultures shaped by the tradition of wet-rice agriculture and meaningful work."
